epoch,step,test_dice,train_loss,val_dice,val_loss
61,6199,,0.06383313238620758,,
61,6199,,,0.9279035329818726,0.10397715866565704
62,6249,,0.061442553997039795,,
62,6299,,0.06519760191440582,,
62,6299,,,0.9281731247901917,0.10440840572118759
63,6349,,0.06055382266640663,,
63,6399,,0.06747324764728546,,
63,6399,,,0.9293967485427856,0.10188055038452148
64,6449,,0.0572756826877594,,
64,6499,,0.06389127671718597,,
64,6499,,,0.9292068481445312,0.10327105224132538
65,6549,,0.0599510595202446,,
65,6599,,0.06569211184978485,,
65,6599,,,0.9289942979812622,0.10361841320991516
66,6649,,0.07184082269668579,,
66,6699,,0.06490637362003326,,
66,6699,,,0.9287383556365967,0.10352113097906113
67,6749,,0.06370095908641815,,
67,6799,,0.06420999765396118,,
67,6799,,,0.9289215803146362,0.103766068816185
68,6849,,0.060312483459711075,,
68,6899,,0.06532201915979385,,
68,6899,,,0.9288091659545898,0.10336583107709885
69,6949,,0.06318575888872147,,
69,6999,,0.06233545020222664,,
69,6999,,,0.9286670684814453,0.10334288328886032
70,7049,,0.0661589726805687,,
70,7099,,0.0722389817237854,,
70,7099,,,0.9264965057373047,0.10143740475177765
71,7149,,0.06805485486984253,,
71,7199,,0.07549495995044708,,
71,7199,,,0.9289019107818604,0.0966278463602066
72,7249,,0.07537828385829926,,
72,7299,,0.07232913374900818,,
72,7299,,,0.9259283542633057,0.09888383746147156
73,7349,,0.06717880070209503,,
73,7399,,0.06994237005710602,,
73,7399,,,0.9259775876998901,0.10025720298290253
74,7449,,0.05795342102646828,,
74,7499,,0.06383809447288513,,
74,7499,,,0.9240990877151489,0.10158214718103409
75,7549,,0.06665274500846863,,
75,7599,,0.06451303511857986,,
75,7599,,,0.9246513843536377,0.10098251700401306
76,7649,,0.0632156953215599,,
76,7699,,0.06578028947114944,,
76,7699,,,0.9283186197280884,0.09583011269569397
77,7749,,0.06040218845009804,,
77,7799,,0.06279246509075165,,
77,7799,,,0.9234241843223572,0.10192861407995224
78,7849,,0.05658821389079094,,
78,7899,,0.0755305290222168,,
78,7899,,,0.922978401184082,0.10251228511333466
79,7949,,0.07244618982076645,,
79,7999,,0.06021643802523613,,
79,7999,,,0.9261717796325684,0.0983266532421112
80,8049,,0.06674114614725113,,
80,8099,,0.05615171790122986,,
80,8099,,,0.9236249923706055,0.10212939232587814
81,8149,,0.07041166722774506,,
81,8199,,0.06345078349113464,,
81,8199,,,0.9276788234710693,0.09450867772102356
82,8249,,0.049134962260723114,,
82,8299,,0.061596885323524475,,
82,8299,,,0.9284195899963379,0.0947657972574234
83,8349,,0.04868428409099579,,
83,8399,,0.06644412875175476,,
83,8399,,,0.9245375990867615,0.1005847230553627
84,8449,,0.05199442431330681,,
84,8499,,0.05783677473664284,,
84,8499,,,0.9266300797462463,0.0977620854973793
85,8549,,0.060899198055267334,,
85,8599,,0.05395330861210823,,
85,8599,,,0.9265381693840027,0.09814197570085526
86,8649,,0.05252014845609665,,
86,8699,,0.04783833026885986,,
86,8699,,,0.9273347854614258,0.09814927726984024
87,8749,,0.054296161979436874,,
87,8799,,0.052866481244564056,,
87,8799,,,0.9244185090065002,0.10004448145627975
88,8849,,0.05086326599121094,,
88,8899,,0.06017974764108658,,
88,8899,,,0.9251919388771057,0.10287842154502869
89,8949,,0.04667441546916962,,
89,8999,,0.05084165185689926,,
89,8999,,,0.9250661134719849,0.1029251292347908
90,9049,,0.05458410829305649,,
90,9099,,0.04673510417342186,,
90,9099,,,0.9233047962188721,0.10535335540771484
91,9149,,0.04787776619195938,,
91,9199,,0.04939675331115723,,
91,9199,,,0.9285913705825806,0.09653628617525101
92,9249,,0.04188866913318634,,
92,9299,,0.04723378270864487,,
92,9299,,,0.9245297312736511,0.10563087463378906
93,9349,,0.053769201040267944,,
93,9399,,0.04841078072786331,,
93,9399,,,0.9272763133049011,0.10009659081697464
94,9449,,0.0492812804877758,,
94,9499,,0.046290621161460876,,
94,9499,,,0.9254730343818665,0.10234515368938446
95,9549,,0.05426888167858124,,
95,9599,,0.044951729476451874,,
95,9599,,,0.9266425371170044,0.10221324115991592
96,9649,,0.05149010196328163,,
96,9699,,0.04653191938996315,,
96,9699,,,0.9260444045066833,0.10374990105628967
97,9749,,0.042256247252225876,,
97,9799,,0.044611990451812744,,
97,9799,,,0.9263749718666077,0.10252244770526886
98,9849,,0.05743379890918732,,
98,9899,,0.0472242496907711,,
98,9899,,,0.9281409382820129,0.10203270614147186
99,9949,,0.04114820435643196,,
99,9999,,0.04929632693529129,,
99,9999,,,0.9239808320999146,0.10998454689979553
100,10000,0.9255893230438232,,,
