epoch,step,test_dice,train_loss,val_dice,val_loss
0,49,,1.0846341848373413,,
0,99,,0.8775366544723511,,
0,99,,,0.45624780654907227,0.8307434916496277
1,149,,0.766843318939209,,
1,199,,0.6944783329963684,,
1,199,,,0.8516452312469482,0.6995952725410461
2,249,,0.6507319211959839,,
2,299,,0.605490505695343,,
2,299,,,0.8901879787445068,0.5920630693435669
3,349,,0.5780012011528015,,
3,399,,0.5531889200210571,,
3,399,,,0.8887743949890137,0.5484118461608887
4,449,,0.5211223363876343,,
4,499,,0.5201724767684937,,
4,499,,,0.9083957672119141,0.4954673647880554
5,549,,0.5056288242340088,,
5,599,,0.4839310050010681,,
5,599,,,0.9022155404090881,0.4876214861869812
6,649,,0.4818180501461029,,
6,699,,0.46894240379333496,,
6,699,,,0.9107757210731506,0.46409931778907776
7,749,,0.465681254863739,,
7,799,,0.4669562578201294,,
7,799,,,0.9123598337173462,0.45763203501701355
8,849,,0.44557034969329834,,
8,899,,0.4459506869316101,,
8,899,,,0.912865400314331,0.45154663920402527
9,949,,0.43820303678512573,,
9,999,,0.4539930820465088,,
9,999,,,0.9136255979537964,0.4455711841583252
10,1049,,0.43392515182495117,,
10,1099,,0.40928709506988525,,
10,1099,,,0.9066588282585144,0.40701568126678467
11,1149,,0.408546507358551,,
11,1199,,0.3617669343948364,,
11,1199,,,0.9097274541854858,0.37576648592948914
12,1249,,0.35895586013793945,,
12,1299,,0.3491409420967102,,
12,1299,,,0.904883086681366,0.3513716757297516
13,1349,,0.33056870102882385,,
13,1399,,0.30534493923187256,,
13,1399,,,0.9090149402618408,0.3214036822319031
14,1449,,0.2948767840862274,,
14,1499,,0.2774304747581482,,
14,1499,,,0.9162387847900391,0.2930377125740051
15,1549,,0.2873595952987671,,
15,1599,,0.26682108640670776,,
15,1599,,,0.913840651512146,0.2783168852329254
16,1649,,0.25769948959350586,,
16,1699,,0.25783419609069824,,
16,1699,,,0.915374219417572,0.25954514741897583
17,1749,,0.22376321256160736,,
17,1799,,0.2446698248386383,,
17,1799,,,0.9215543866157532,0.24310703575611115
18,1849,,0.2341969907283783,,
18,1899,,0.2373843789100647,,
18,1899,,,0.9217560291290283,0.23164498805999756
19,1949,,0.23192667961120605,,
19,1999,,0.2269848883152008,,
19,1999,,,0.918218731880188,0.22572362422943115
20,2049,,0.21477407217025757,,
20,2099,,0.227204367518425,,
20,2099,,,0.9196435809135437,0.21617043018341064
21,2149,,0.21324196457862854,,
21,2199,,0.19350698590278625,,
21,2199,,,0.9233578443527222,0.2096051424741745
22,2249,,0.18694159388542175,,
22,2299,,0.1816650629043579,,
22,2299,,,0.9249533414840698,0.20442363619804382
23,2349,,0.19846627116203308,,
23,2399,,0.1801624298095703,,
23,2399,,,0.9252780675888062,0.19827033579349518
24,2449,,0.17910660803318024,,
24,2499,,0.19503551721572876,,
24,2499,,,0.9260725975036621,0.19385768473148346
25,2549,,0.19451862573623657,,
25,2599,,0.1808760166168213,,
25,2599,,,0.926622748374939,0.19185344874858856
26,2649,,0.18056130409240723,,
26,2699,,0.19012019038200378,,
26,2699,,,0.9257341623306274,0.19118385016918182
27,2749,,0.1803101897239685,,
27,2799,,0.17715471982955933,,
27,2799,,,0.9261518120765686,0.19116851687431335
28,2849,,0.16925232112407684,,
28,2899,,0.18115562200546265,,
28,2899,,,0.9266629219055176,0.18959243595600128
29,2949,,0.17184051871299744,,
29,2999,,0.1909102499485016,,
29,2999,,,0.9267584085464478,0.18818840384483337
30,3049,,0.1806303858757019,,
30,3099,,0.17870160937309265,,
30,3099,,,0.9212602972984314,0.18132714927196503
31,3149,,0.16440460085868835,,
31,3199,,0.15108761191368103,,
31,3199,,,0.9205030202865601,0.17236313223838806
32,3249,,0.1494823545217514,,
32,3299,,0.1595810502767563,,
32,3299,,,0.925695538520813,0.15896101295948029
33,3349,,0.1558862328529358,,
33,3399,,0.1572701334953308,,
33,3399,,,0.9266645908355713,0.14723749458789825
34,3449,,0.14695687592029572,,
34,3499,,0.12938404083251953,,
34,3499,,,0.9232392311096191,0.1452440619468689
35,3549,,0.13413184881210327,,
35,3599,,0.12117872387170792,,
35,3599,,,0.9242074489593506,0.14073815941810608
36,3649,,0.1261230856180191,,
36,3699,,0.1313340663909912,,
36,3699,,,0.9211860299110413,0.14143751561641693
37,3749,,0.12471700459718704,,
37,3799,,0.11893504112958908,,
37,3799,,,0.9252373576164246,0.13213887810707092
38,3849,,0.12057539820671082,,
38,3899,,0.10694930702447891,,
38,3899,,,0.9277458190917969,0.12347244471311569
39,3949,,0.11094903945922852,,
39,3999,,0.10564181208610535,,
39,3999,,,0.9259814023971558,0.12311163544654846
40,4049,,0.11160088330507278,,
40,4099,,0.09691917896270752,,
40,4099,,,0.9255918264389038,0.12048663944005966
41,4149,,0.09976864606142044,,
41,4199,,0.10027475655078888,,
41,4199,,,0.9259591698646545,0.11955755203962326
42,4249,,0.09771084785461426,,
42,4299,,0.10640552639961243,,
42,4299,,,0.9266745448112488,0.1170552521944046
43,4349,,0.09223321080207825,,
43,4399,,0.09114620089530945,,
43,4399,,,0.9290288686752319,0.11189735680818558
44,4449,,0.10060933232307434,,
44,4499,,0.09117905795574188,,
44,4499,,,0.9263474345207214,0.11305055767297745
45,4549,,0.08755186200141907,,
45,4599,,0.08802402019500732,,
45,4599,,,0.9249093532562256,0.11248999834060669
46,4649,,0.08556684106588364,,
46,4699,,0.09305837005376816,,
46,4699,,,0.9284342527389526,0.10883922874927521
47,4749,,0.0824974775314331,,
47,4799,,0.08458500355482101,,
47,4799,,,0.9270533323287964,0.10875692218542099
48,4849,,0.0771084800362587,,
48,4899,,0.07814650237560272,,
48,4899,,,0.9231371879577637,0.11338720470666885
49,4949,,0.08496354520320892,,
49,4999,,0.07381816953420639,,
49,4999,,,0.9290294647216797,0.10381259024143219
50,5049,,0.08333386480808258,,
50,5099,,0.08134736120700836,,
50,5099,,,0.9285686612129211,0.10571245849132538
51,5149,,0.07398299127817154,,
51,5199,,0.07201921939849854,,
51,5199,,,0.9274200797080994,0.10590691864490509
52,5249,,0.08065144717693329,,
52,5299,,0.07315453886985779,,
52,5299,,,0.9280992746353149,0.10492659360170364
53,5349,,0.07382841408252716,,
53,5399,,0.06772865355014801,,
53,5399,,,0.927486777305603,0.10503830760717392
54,5449,,0.07351426780223846,,
54,5499,,0.07493239641189575,,
54,5499,,,0.9279189705848694,0.1049799993634224
55,5549,,0.07233086228370667,,
55,5599,,0.06899458169937134,,
55,5599,,,0.9286895990371704,0.10360608994960785
56,5649,,0.07505666464567184,,
56,5699,,0.06864127516746521,,
56,5699,,,0.9290260672569275,0.10313160717487335
57,5749,,0.07142198085784912,,
57,5799,,0.07038960605859756,,
57,5799,,,0.9287353754043579,0.10350462794303894
58,5849,,0.06515815854072571,,
58,5899,,0.06804782897233963,,
58,5899,,,0.9281726479530334,0.10387673228979111
59,5949,,0.07080165296792984,,
59,5999,,0.06940402090549469,,
59,5999,,,0.9287312030792236,0.10373705625534058
60,6049,,0.07268377393484116,,
60,6099,,0.06178667023777962,,
60,6099,,,0.9286393523216248,0.10339284688234329
61,6149,,0.07185344398021698,,
